name,export_rva,target_rva,target_size,source,status,notes
?GetLengthEstimate2D@Coord3D@@QBEMXZ,0x000037D1,0x000037D1,108,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,
??0Coord2D@@QAE@HH@Z,0x0000373B,0x0000373B,26,Code/Libraries/Source/WWVegas/WWMath/coord2d.cpp,matched,
?Negate@Coord2D@@QAEAAV1@XZ,0x000038FB,0x000038FB,27,Code/Libraries/Source/WWVegas/WWMath/coord2d.cpp,matched,
?IsExactlyEqualTo@Coord2D@@QBE_NABV1@@Z,0x0000383D,0x0000383D,42,Code/Libraries/Source/WWVegas/WWMath/coord2d.cpp,matched,
?SetXAxis@Coord2D@@QAEAAV1@XZ,0x00003A4E,0x00003A4E,23,Code/Libraries/Source/WWVegas/WWMath/coord2d.cpp,matched,
?SetYAxis@Coord2D@@QAEAAV1@XZ,0x00003A65,0x00003A65,23,Code/Libraries/Source/WWVegas/WWMath/coord2d.cpp,matched,
?SetMinVect@Coord2D@@QAEAAV1@XZ,0x00003A7C,0x00003A7C,20,Code/Libraries/Source/WWVegas/WWMath/coord2d.cpp,matched,
?SetMaxVect@Coord2D@@QAEAAV1@XZ,0x00003A90,0x00003A90,20,Code/Libraries/Source/WWVegas/WWMath/coord2d.cpp,matched,
??_0Coord2D@@QAEAAV0@M@Z,0x0000388A,0x0000388A,41,Code/Libraries/Source/WWVegas/WWMath/coord2d.cpp,matched,
?length@Coord2D@@QBEMXZ,0x00003755,0x00003755,53,Code/Libraries/Source/WWVegas/WWMath/coord2d.cpp,matched,
?Rotate@Coord2D@@QAEAAV1@MM@Z,0x0000397B,0x0000397B,64,Code/Libraries/Source/WWVegas/WWMath/coord2d.cpp,matched,
?Rotate@Coord2D@@QAEAAV1@AAV1@MM@Z,0x00003A0B,0x00003A0B,67,Code/Libraries/Source/WWVegas/WWMath/coord2d.cpp,matched,
??6@YAAAVDebug@@AAV0@ABVCoord2D@@@Z,0x00004FC8,0x00004FC8,78,Code/Libraries/Source/WWVegas/WWMath/coord2d.cpp,matched,
?normalize@Coord2D@@QAEXXZ,0x0000378A,0x0000378A,71,Code/Libraries/Source/WWVegas/WWMath/coord2d.cpp,matched,
?set@?$StringBase@D@@QAEXD@Z,0x0000561A,0x0000561A,15,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?concat@?$StringBase@D@@QAEXD@Z,0x0000564E,0x0000564E,15,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?set@?$StringBase@G@@QAEXG@Z,0x00005683,0x00005683,15,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?concat@?$StringBase@G@@QAEXG@Z,0x000056B8,0x000056B8,15,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?getLength@?$StringBase@D@@QBEHXZ,0x00005808,0x00005808,14,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?str@?$StringBase@D@@QBEPBDXZ,0x000023EE,0x000023EE,16,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?str@?$StringBase@G@@QBEPBGXZ,0x000023FE,0x000023FE,16,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?compare@?$StringBase@D@@QBEHABV1@@Z,0x000069D6,0x000069D6,42,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?concat@?$StringBase@D@@QAEXABV1@@Z,0x00006987,0x00006987,42,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?compareNoCase@?$StringBase@D@@QBEHABV1@@Z,0x00006A00,0x00006A00,42,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?concat@?$StringBase@G@@QAEXABV1@@Z,0x00006A2A,0x00006A2A,42,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?compare@?$StringBase@G@@QBEHABV1@@Z,0x00006A7A,0x00006A7A,42,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?compareNoCase@?$StringBase@G@@QBEHABV1@@Z,0x00006AA4,0x00006AA4,42,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?compare@?$StringBase@D@@QBEHPBD@Z,0x000069B1,0x000069B1,37,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?compare@?$StringBase@G@@QBEHPBG@Z,0x00006A54,0x00006A54,38,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?Detach@CImage@ATL@@QAEPAUHBITMAP__@@XZ,,0x000015A6,34,Code/Libraries/Source/ATL/atlimage.cpp,matched,vendored=atl-7.1
?GetDC@CDCCache@CImage@ATL@@QAEPAUHDC__@@XZ,,0x00001514,38,Code/Libraries/Source/ATL/atlimage.cpp,matched,vendored=atl-7.1
?ReleaseDC@CDCCache@CImage@ATL@@QAEXPAUHDC__@@@Z,,0x0000153A,46,Code/Libraries/Source/ATL/atlimage.cpp,matched,vendored=atl-7.1
?GetDC@CImage@ATL@@QBEPAUHDC__@@XZ,,0x000015C8,43,Code/Libraries/Source/ATL/atlimage.cpp,matched,vendored=atl-7.1
?ReleaseDC@CImage@ATL@@QBEXXZ,,0x000015F3,39,Code/Libraries/Source/ATL/atlimage.cpp,matched,vendored=atl-7.1
?SetColorTable@CImage@ATL@@QAEXIIPBUtagRGBQUAD@@@Z,,0x0000161A,40,Code/Libraries/Source/ATL/atlimage.cpp,matched,vendored=atl-7.1
?IncreaseCImageCount@CInitGDIPlus@CImage@ATL@@QAEXXZ,,0x000014D5,27,Code/Libraries/Source/ATL/atlimage.cpp,matched,vendored=atl-7.1
?ReleaseGDIPlus@CInitGDIPlus@CImage@ATL@@QAEXXZ,,0x000014AE,39,Code/Libraries/Source/ATL/atlimage.cpp,matched,vendored=atl-7.1
?DecreaseCImageCount@CInitGDIPlus@CImage@ATL@@QAEXXZ,,0x000014F0,36,Code/Libraries/Source/ATL/atlimage.cpp,matched,vendored=atl-7.1
?UpdateBitmapInfo@CImage@ATL@@AAEXW4DIBOrientation@12@@Z,,0x00001642,174,Code/Libraries/Source/ATL/atlimage.cpp,matched,vendored=atl-7.1
??4AsciiString@@QAEAAV0@ABV0@@Z,0x00001733,0x00001733,18,Code/Libraries/Source/WWVegas/WWLib/ascii_string.cpp,matched,
??4AsciiString@@QAEAAV0@D@Z,0x000065CA,0x000065CA,30,Code/Libraries/Source/WWVegas/WWLib/ascii_string.cpp,matched,
??YAsciiString@@QAEAAV0@D@Z,0x000065FA,0x000065FA,30,Code/Libraries/Source/WWVegas/WWLib/ascii_string.cpp,matched,
??0AsciiString@@QAE@PBD@Z,0x0000654A,0x0000654A,18,Code/Libraries/Source/WWVegas/WWLib/ascii_string.cpp,matched,
??0AsciiString@@QAE@D@Z,0x00006572,0x00006572,18,Code/Libraries/Source/WWVegas/WWLib/ascii_string.cpp,matched,
??0AsciiString@@QAE@PBDH@Z,0x0000655C,0x0000655C,22,Code/Libraries/Source/WWVegas/WWLib/ascii_string.cpp,matched,
??0AsciiString@@QAE@ABV0@HH@Z,0x00006584,0x00006584,26,Code/Libraries/Source/WWVegas/WWLib/ascii_string.cpp,matched,
??0AsciiString@@QAE@PBDHH@Z,0x0000659E,0x0000659E,26,Code/Libraries/Source/WWVegas/WWLib/ascii_string.cpp,matched,
??YAsciiString@@QAEAAV0@ABV0@@Z,0x00006D12,0x00006D12,18,Code/Libraries/Source/WWVegas/WWLib/ascii_string.cpp,matched,
??4AsciiString@@QAEAAV0@PBD@Z,0x000065B8,0x000065B8,18,Code/Libraries/Source/WWVegas/WWLib/ascii_string.cpp,matched,
??YAsciiString@@QAEAAV0@PBD@Z,0x000065E8,0x000065E8,18,Code/Libraries/Source/WWVegas/WWLib/ascii_string.cpp,matched,
?set@?$StringBase@D@@QAEXPBD@Z,0x000055F5,0x000055F5,37,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?concat@?$StringBase@D@@QAEXPBD@Z,0x00005629,0x00005629,37,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?set@?$StringBase@G@@QAEXPBG@Z,0x0000565D,0x0000565D,38,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
?concat@?$StringBase@G@@QAEXPBG@Z,0x00005692,0x00005692,38,Code/Libraries/Source/WWVegas/WWLib/string_base.cpp,matched,
??0EventModuleInfo@FXParticleSystem@@QAE@XZ,0x00001236,0x00001236,10,Code/GameEngine/Source/GameClient/System/FXParticleSystem/fx_particle_system.cpp,matched,
?GetSnapshotName@ParticleSystemInfo@FXParticleSystem@@UAEPBDXZ,0x00001272,0x00001272,6,Code/GameEngine/Source/GameClient/System/FXParticleSystem/fx_particle_system.cpp,matched,
?Determinant@Matrix4D@@QBEMXZ,0x0000424D,0x0000424D,188,Code/Libraries/Source/WWVegas/WWMath/matrix4d.cpp,matched,
?Transpose@Matrix4D@@QAEAAV1@XZ,0x000041DE,0x000041DE,111,Code/Libraries/Source/WWVegas/WWMath/matrix4d.cpp,matched,
?RotateCoord@Matrix4D@@QAEAAVCoord3D@@ABV2@AAV2@@Z,0x00004753,0x00004753,135,Code/Libraries/Source/WWVegas/WWMath/matrix4d.cpp,matched,
?TransformCoord@Matrix4D@@QAEAAVCoord3D@@ABV2@AAV2@@Z,0x000046BD,0x000046BD,150,Code/Libraries/Source/WWVegas/WWMath/matrix4d.cpp,matched,
??0Matrix4D@@QAE@ABV0@@Z,0x00005B4D,0x00005B4D,107,Code/Libraries/Source/WWVegas/WWMath/matrix4d.cpp,matched,
??0Matrix4D@@QAE@MMMMMMMMMMMMMMMM@Z,0x00005C2C,0x00005C2C,168,Code/Libraries/Source/WWVegas/WWMath/matrix4d.cpp,matched,
??XMatrix4D@@QAEAAV0@M@Z,0x000044F5,0x000044F5,233,Code/Libraries/Source/WWVegas/WWMath/matrix4d.cpp,matched,
??YMatrix4D@@QAEAAV0@ABV0@@Z,0x00004309,0x00004309,246,Code/Libraries/Source/WWVegas/WWMath/matrix4d.cpp,matched,
??ZMatrix4D@@QAEAAV0@ABV0@@Z,0x000043FF,0x000043FF,246,Code/Libraries/Source/WWVegas/WWMath/matrix4d.cpp,matched,
??_0Matrix4D@@QAEAAV0@M@Z,0x000045DE,0x000045DE,223,Code/Libraries/Source/WWVegas/WWMath/matrix4d.cpp,matched,
?Inverse@Matrix4D@@QAEMXZ,0x00005CD4,0x00005CD4,1497,Code/Libraries/Source/WWVegas/WWMath/matrix4d.cpp,matched,
?pubimbue@?$basic_streambuf@GV?$char_traits@G@_STL@@@_STL@@QAE?AVlocale@2@ABV32@@Z,,0x00013660,132,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_streambuf_pubimbue.cpp,matched,vendored=stlport-4.5.3;wide basic_streambuf pubimbue upstream body
?push_back@?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@_STL@@QAEXD@Z,,0x0000C330,84,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_string_push_back.cpp,matched,vendored=stlport-4.5.3;narrow basic_string push_back upstream body
_free,,0x00030830,17,Code/GameEngine/Source/Common/System/GameMemoryFree.cpp,matched,Open-BFME-1 GameMemory.cpp MEMORYPOOL_OVERRIDE_MALLOC free wrapper; game allocator class 3
??1?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@_STL@@QAE@XZ,,0x00142D70,14,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_num_get_double.cpp,matched,STLport 4.5.3 narrow string destructor selected by the 0x0000FCC0 unwind map; calls GameMemory free
?do_get@?$num_get@DV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@@_STL@@MBE?AV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@2@V32@0AAVios_base@2@AAHAAN@Z,,0x0000FCC0,191,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_num_get_double.cpp,matched,vendored=stlport-4.5.3;narrow num_get double upstream body
?do_get@?$num_get@DV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@@_STL@@MBE?AV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@2@V32@0AAVios_base@2@AAHAAM@Z,,0x0000FD80,191,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_num_get_double.cpp,matched,vendored=stlport-4.5.3;narrow num_get float upstream body
??$_M_do_put_float@DV?$ostreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@O@_STL@@YA?AV?$ostreambuf_iterator@DV?$char_traits@D@_STL@@@0@V10@AAVios_base@0@DO@Z,,0x0000FE80,222,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_num_get_double.cpp,matched,vendored=stlport-4.6;narrow long double output formatter upstream body
??$__put_float@V?$ostreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@@_STL@@YA?AV?$ostreambuf_iterator@DV?$char_traits@D@_STL@@@0@PAD0V10@AAVios_base@0@DDDABV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@@Z,,0x0000FF60,280,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_num_get_double.cpp,matched,vendored=stlport-4.6;narrow float grouping and padding helper
??$__find@PADD@_STL@@YAPADPAD0ABDABUrandom_access_iterator_tag@0@@Z,,0x00010080,105,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_num_get_double.cpp,matched,vendored=stlport-4.6;narrow random-access find helper upstream body
??$__copy_float_and_fill@DV?$ostreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@@_STL@@YA?AV?$ostreambuf_iterator@DV?$char_traits@D@_STL@@@0@PBD0V10@HHDDD@Z,,0x000100F0,300,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_copy_float_and_fill.cpp,matched,vendored=stlport-4.6;narrow float copy-and-fill helper upstream-equivalent body
??$_M_do_put_float@DV?$ostreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@N@_STL@@YA?AV?$ostreambuf_iterator@DV?$char_traits@D@_STL@@@0@V10@AAVios_base@0@DN@Z,,0x00010260,222,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_num_get_double.cpp,matched,vendored=stlport-4.6;narrow double output formatter upstream body
?do_get@?$num_get@GV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@@_STL@@MBE?AV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@2@V32@0AAVios_base@2@AAHAAO@Z,,0x00010340,217,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_num_get_long_double.cpp,matched,vendored=stlport-4.5.3;wide long-double numeric input upstream body
??$_M_read_float@V?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@G@_STL@@YA_NAAV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@AAV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@0@1AAVios_base@0@PAG@Z,,0x00010420,493,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_read_float.cpp,matched,vendored=stlport-4.5.3;wide floating-point scanner upstream-equivalent body
?equal@?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@QBE_NABV12@@Z,,0x00010610,46,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_istreambuf_iterator_equal.cpp,matched,vendored=stlport-4.5.3;wide istreambuf_iterator equality member upstream body
??$__copy_sign@V?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@G@_STL@@YA?AV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@0@V10@0AAV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@GG@Z,,0x00010640,89,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_copy_sign.cpp,matched,vendored=stlport-4.5.3;wide floating-point sign scanner upstream body
??$__copy_grouped_digits@V?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@G@_STL@@YA_NAAV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@0@0AAV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@PBGGABV20@AA_N@Z,,0x000106A0,303,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_copy_grouped_digits.cpp,matched,vendored=stlport-4.5.3;wide grouped-digit scanner upstream body
??$__copy_digits@V?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@G@_STL@@YA_NAAV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@0@0AAV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@PBG@Z,,0x000107D0,195,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_copy_digits.cpp,matched,vendored=stlport-4.5.3;wide digit scanner upstream body
?do_get@?$num_get@GV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@@_STL@@MBE?AV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@2@V32@0AAVios_base@2@AAHAAN@Z,,0x000108A0,191,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_num_get_double.cpp,matched,vendored=stlport-4.5.3;wide double numeric input upstream body
?do_get@?$num_get@GV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@@_STL@@MBE?AV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@2@V32@0AAVios_base@2@AAHAAM@Z,,0x00010960,191,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_num_get_float.cpp,matched,vendored=stlport-4.5.3;wide float numeric input upstream body
??$__put_integer@V?$ostreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@@_STL@@YA?AV?$ostreambuf_iterator@GV?$char_traits@G@_STL@@@0@PAD0V10@AAVios_base@0@HG@Z,,0x00010A70,332,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_put_integer.cpp,matched,vendored=stlport-4.5.3;wide integer formatter upstream body
??$_M_do_put_float@GV?$ostreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@O@_STL@@YA?AV?$ostreambuf_iterator@GV?$char_traits@G@_STL@@@0@V10@AAVios_base@0@GO@Z,,0x00010CF0,224,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_num_put_long_double.cpp,matched,vendored=stlport-4.5.3;wide long-double output formatter upstream body
??$__put_float@V?$ostreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@@_STL@@YA?AV?$ostreambuf_iterator@GV?$char_traits@G@_STL@@@0@PAD0V10@AAVios_base@0@GGGABV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@@Z,,0x00010DD0,393,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_put_float.cpp,matched,vendored=stlport-4.6;wide float conversion grouping and padding helper
??$__find@PAGG@_STL@@YAPAGPAG0ABGABUrandom_access_iterator_tag@0@@Z,,0x00010F60,119,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_find.cpp,matched,vendored=stlport-4.5.3;wide random-access find upstream body
??$__copy_float_and_fill@GV?$ostreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@@_STL@@YA?AV?$ostreambuf_iterator@GV?$char_traits@G@_STL@@@0@PBG0V10@HHGGG@Z,,0x00010FE0,300,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_copy_float_and_fill.cpp,matched,vendored=stlport-4.6;wide float copy-and-fill helper upstream-equivalent body
??$_M_do_put_float@GV?$ostreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@N@_STL@@YA?AV?$ostreambuf_iterator@GV?$char_traits@G@_STL@@@0@V10@AAVios_base@0@GN@Z,,0x00011150,224,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_num_put_double.cpp,matched,vendored=stlport-4.6;wide double output formatter upstream body
??$_M_do_get_integer@V?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@_KD@_STL@@YA?AV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@0@AAV10@0AAVios_base@0@AAHAA_KPAD@Z,,0x00007B30,260,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_do_get_integer_uint64.cpp,matched,vendored=stlport-4.5.3;narrow unsigned 64-bit integer scanner upstream body
??$_M_do_get_integer@V?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@_JD@_STL@@YA?AV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@0@AAV10@0AAVios_base@0@AAHAA_JPAD@Z,,0x00008120,260,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_do_get_integer_int64.cpp,matched,vendored=stlport-4.5.3;narrow signed 64-bit integer scanner upstream body
??$_M_do_get_integer@V?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@GD@_STL@@YA?AV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@0@AAV10@0AAVios_base@0@AAHAAGPAD@Z,,0x000087A0,251,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_do_get_integer_uint16.cpp,matched,vendored=stlport-4.5.3;narrow unsigned-short integer scanner upstream body
??$__get_integer@V?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@_J@_STL@@YA_NAAV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@0@0HAA_JH_NDABV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@ABU__true_type@0@@Z,,0x00008230,537,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_get_integer_int64.cpp,matched,vendored=stlport-4.5.3;narrow signed 64-bit integer accumulator upstream body
??$_M_do_get_integer@V?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@KD@_STL@@YA?AV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@0@AAV10@0AAVios_base@0@AAHAAKPAD@Z,,0x000084B0,252,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_do_get_integer_ulong.cpp,matched,vendored=stlport-4.5.3;narrow unsigned-long integer scanner upstream body
??$__get_integer@V?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@_K@_STL@@YA_NAAV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@0@0HAA_KH_NDABV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@ABU__false_type@0@@Z,,0x00007EE0,522,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_get_integer_uint64.cpp,matched,vendored=stlport-4.5.3;narrow unsigned 64-bit integer accumulator upstream body
??$__get_integer@V?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@G@_STL@@YA_NAAV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@0@0HAAGH_NDABV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@ABU__false_type@0@@Z,,0x000088A0,399,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_get_integer_uint16.cpp,matched,vendored=stlport-4.5.3;narrow unsigned-short integer accumulator upstream body
??$_M_do_get_integer@V?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@JD@_STL@@YA?AV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@0@AAV10@0AAVios_base@0@AAHAAJPAD@Z,,0x00008A60,252,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_do_get_integer_long.cpp,matched,vendored=stlport-4.5.3;narrow signed-long integer scanner upstream body
??$__get_integer@V?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@J@_STL@@YA_NAAV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@0@0HAAJH_NDABV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@ABU__true_type@0@@Z,,0x00008B60,404,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_get_integer_long.cpp,matched,vendored=stlport-4.5.3;narrow signed-long integer accumulator upstream body
??1_Locale_impl@_STL@@UAE@XZ,,0x00008D60,21,Code/Libraries/Source/WWVegas/WWLib/stlport_locale_impl_dtor.cpp,matched,vendored=stlport-4.5.3;retail RTTI and scalar deleting destructor confirm _Locale_impl identity
??0?$time_get@DV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@@_STL@@QAE@I@Z,,0x00008D80,108,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_time_get_ctor.cpp,matched,vendored=stlport-4.5.3;narrow time_get default constructor from _time_facets.h
??0?$time_put@DV?$ostreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@@_STL@@QAE@I@Z,,0x00008DF0,108,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_time_put_ctor.cpp,matched,vendored=stlport-4.5.3;narrow time_put default constructor from _time_facets.h
??0?$time_get@GV?$istreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@@_STL@@QAE@I@Z,,0x00008E60,108,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_time_get_ctor.cpp,matched,vendored=stlport-4.5.3;wide time_get default constructor from _time_facets.h
??0?$time_put@GV?$ostreambuf_iterator@GV?$char_traits@G@_STL@@@_STL@@@_STL@@QAE@I@Z,,0x00008ED0,108,Code/Libraries/Source/WWVegas/WWLib/stlport_wide_time_put_ctor.cpp,matched,vendored=stlport-4.5.3;wide time_put default constructor from _time_facets.h
?GetLengthEstimate@Coord3D@@QBEMXZ,0x00003ACE,0x00003ACE,372,Code/Libraries/Source/WWVegas/WWMath/coord3d.cpp,matched,clean C++ three-axis length estimate
??$__write_integer_backward@_K@_STL@@YAPADPADH_K@Z,,0x0000CF60,238,Code/Libraries/Source/WWVegas/WWLib/stlport_write_integer_backward.cpp,matched,vendored=stlport-4.5.3;unsigned 64-bit integer formatter upstream body
??$__write_decimal_backward@_J@_STL@@YAPADPAD_JHABU__true_type@0@@Z,,0x0000D250,124,Code/Libraries/Source/WWVegas/WWLib/stlport_write_integer_backward.cpp,matched,vendored=stlport-4.5.3;signed 64-bit decimal formatter helper
?Rotate@Coord2D@@QAEAAV1@ABV1@M@Z,0x000039BB,0x000039BB,80,Code/Libraries/Source/WWVegas/WWMath/coord2d.cpp,matched,reconstructed=x87 fsincos source rotation;compiler-blocker
??$__copy_sign@V?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@D@_STL@@YA?AV?$istreambuf_iterator@DV?$char_traits@D@_STL@@@0@V10@0AAV?$basic_string@DV?$char_traits@D@_STL@@V?$allocator@D@2@@0@DD@Z,,0x0000FA80,86,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_num_get_double.cpp,matched,vendored=stlport-4.5.3;narrow floating-point sign scanner upstream body
?equal@?$istreambuf_iterator@DV?$char_traits@D@_STL@@@_STL@@QBE_NABV12@@Z,,0x0000FA00,126,Code/Libraries/Source/WWVegas/WWLib/stlport_narrow_istreambuf_iterator_equal.cpp,matched,vendored=stlport-4.5.3;narrow istreambuf_iterator equality upstream body
